text,score
About to get crazy,empty
goin to bed w/smokey!!!!!,empty
So why did my internal alarm clock wake me @ 630am?? I have another hour before my external alarm goes off! I'm wide awake tho??,empty
@kristen7cream well done!!,empty
"@Bvictor Nerves I think, Im not sure",empty
@BreakfastNews why thankyou  @chris_garner suggested Fannie Bay (but it is in Darwin),empty
at panera for lunch  byyy myself  aww,empty
"@harisn Damn! Lights off, its presentation time.",empty
Staying in the mercure,empty
those workmen extending R block can't start this early surely.. its 7:45am and already they're making a racket and woken me up!,empty
was on the verge of buying a Black AKC British Lab for $599 today... then the apartment complex overruled it....  dumb.,empty
i am going to be staring at hello kitty's face at 3-9,empty
Gooooood morning loves.,empty
@chloesmith22 haha. Your a loser.  ily,empty
is watching Mock the Week and is slowing cooking,empty
Today = marking *135,empty
@godskiwi lol  I'm sure it would be the most kick azz version we've ever heard!,empty
@ZirconCode I like how the binary code under your name says ZirconCode as well. XD It's looking very nice. Better than before.,empty
"@Lyricist_Juice yeah u do suck, but....... every 1 can't suck &amp; still look BEAUTIFUL like u do",empty
@GramaLindax4  Linda ~ What do you mean by your last post??  It doesn't sound good,empty
"@MTVwebmaster  Cant Thank YOu Enough, WHo is NITIN BETWEEN?",empty
@xHayleeey no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something,empty
@dawizonline got ya - that wouldn't be so bad tho right?,empty
"@andrewsayer again, surely the uploading could wait until you got home?  I'm all about enjoying the party when you can.",empty
Eu to com fome,empty
let me out,empty
I'm still waiting for the Oprah touch,empty
because it is too hot i am sleeping with the window open. just means all the noise will make me up early,empty
"@steve_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it's not pretty....",empty
oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,empty
"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",empty
should sleep more.,empty
@CyranDorman OK  Just a thought that occured to me...,empty
"Plan, successful?",empty
"A bunny was eating my moms plants. Naturally, she started shooting. No more bunny.",empty
I want to be like Horatio Caine,empty
@eileenfletcher thanks for your follow  just do you own thing + join in with what interests you,empty
"@BecaBear P.S. Culled a handful, esp followers (spam ones with NSFW links that I did NOT click on). You made the cut though",empty
@BeebeONE no you dont,empty
Why it gets so difficult when I try to change finally ?,empty
@Octo77  aaaawww  would u like an alcoholic beverage of your choice?,empty
Up way way way to early this am....thanks @shane_benson,empty
@dahlhalla I'm only 6' 0&quot;,empty
@niariley follow me too,empty
yellow for @meowkitty  ? http://blip.fm/~5z05g,empty
@cassieventura I know how you feel cassie my cat went missing 3 weeks ago still have him on my display pic miss him so much,empty
@Elizabeth_N - me too!! I don't want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),empty
Sooo the Children's Museum was closed for a fund raiser when we got there.  annoying,empty
@cla_alfradique No fun   Well hopefully you don't have much more to go...,empty
Btw that song is you'll always find ur way back home by hannah montana,empty
Have a headache  I'm going to bed. Goodnight!,empty
Miss simpatia: votem em mim!,empty
"@awaisnaseer always write holy words in capital dude, ALLAH HAFIZ !",empty
@Mrjaydeeone yes I've been told that I have a problem with stuff like that,empty
"@capricorn_one ok, I realise your up early because you've joined the cult of mac, nvm",empty
texting,empty
having another only fools and horses marathon day,empty
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,empty
@sjrozas LOL. About to leave.,empty
Even ARNOLD couldn't save the parks  http://bit.ly/WSM5J  - How is this providing jobs?,empty
"@sampan22 they did,",empty
@prwebmobilenews Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,empty
Sad babies make for angsty writing,empty
reaaaallly bored,empty
I've only been up for an hour and today already sucks,empty
"@chillybreck that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",empty
wut do i do now????,empty
@Lopimpson14 HELLOO,empty
@shababi88 i love the game! that's my show... suuuppper pissed it got cancelled!,empty
@Weezul my friend it's 5:10am here and can't fall asleep I need to be counting sheep too ha,empty
"@dannyid the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",empty
"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",empty
"@LP_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",empty
"@BrianEnigma Yeah, I didn't buy that for one hot minute.",empty
@maetl Doing a Rainbow and Unicorn film then?  #48hours,empty
IN $RF @3.94 - target $5.30.  OUT $DNDN @$21.85 near days low,empty
Waitin for the man to get home so he can take me out !!!! been waitin 4 hours,empty
is making breakfast .,empty
i dreamt about monsters last night.  like a little girl.,empty
"@jenthegingerkd @c2s @cjewel @JenSchaller I like fridays generally, but class is extended today  and I'm starving :X haha &lt;/whine&gt; O:-P",empty
intentando intentarlo ONCE AGAIN!,empty
tomorrow it's the final competition,empty
"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",empty
@trinibwoy718 awww my trini no esata bien bendito  too bad i cant fly in and make u feel better,empty
CoNvErSaTiNg,empty
@claudiatan http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,empty
"right im off for a shower my little treasures, ill see you later on",empty
@jollyassjerk it's month end  I'm here till 11,empty
"Time to add some more RFID-ed object to send messages to Twitter everytime I use them - 2 more coffee cups, Armani Code, Pantone 109 mug",empty
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,empty
"@dressjunkie don't i know it! i live in the middle of nowhere, my house is spider central",empty
Is Bored at Home,empty
@KatieCeciil of course,empty
off to sleep  on 2 katy perry songs as soundtrack  x,empty
I am so bored.  My homework is done for my master's program and It's Friday nite wit nutin to do.,empty
@emiug how is your coding going?,empty
"yay, Me and Linn and the Globe and Green Day and just...",empty
"@JeffTracey I have wacky on series link so it records for me automatically  I'm good, How you doing?",empty
will go out  oh yay me http://plurk.com/p/sv9lc,empty
it's friday night. i'm home. no party this weekend,empty
Today was sooo boring in school. I was sleeping all the time,empty
Im not happy,empty
headed to the hospital. i can't take the pain anymore,empty
"@se7en.up cï¿½m on anh  ko the chiu noi no~i nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;",empty
@SplinteredMind then am anticipating the next ten days!,empty
@understandblue DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,empty
@yagelski Thanks for the tip on otherinbox...  It won't work with outlook for me...,empty
@hrmarkus welcome,empty
"Do fish feel pain? Yes, says a new study.  http://is.gd/Jbcg",empty
@smashingpumpkin http://twitpic.com/67h72 -,empty
@meeksdigital haven't worked there for a long time but kinda miss it! I miss anna  seen her? i'll prob be in SLO most of the summer! you?,empty
ahh i hate when you bbrush your teeth so hard you make your gums bleed,empty
in IT-lesson at school and eating salad,empty
decided that wolf in a future Star Trek Logo game would be much cooler than Chewy in Star Wars,empty
@Catwoman123 Something like that,empty
@emuhleepee Why?,empty
@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,empty
Now I want ice cream but it's so expensive.,empty
I'm leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,empty
@kevincriz http://twitpic.com/4wh5x - LUCKY! I'm so jealous even though I don't like her that much,empty
Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a fucking night,empty
@Den_Mom Maybe people would start looking for us... like &quot;where's Waldo&quot; but &quot;where's the CKC&quot;?,empty
@drami no its the same,empty
@johndpoole Not here in Stamford.,empty
Really wishes he had some spare cash to buy the new Punch Out for Wii,empty
oh God! Bicycle accident just across the street from our house. I think fatal. Cyclist died near same place 2 yrs ago. We need bike lanes,empty
"@TammyMunson I have a 2nd monitor I could use but not sure I'll be able to hook it up! Need to make sure I have the room, sure hope so!",empty
@TreeinCally  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...,empty
Captain Jack is back,empty
"'Whats your stand on gay marriage?' - me. 'what the fuck natalie, stop asking me these gay ass questions! Go get a job!' - dad.",empty
so i guess we r sleepin over.,empty
A little twitter mention on SNL,empty
WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,empty
Good night twitter friends - I'm nodding off at the 'puter,empty
@DeAnnLR :::just got it cut yesterday  http://twitpic.com/66ncy,empty
sore throat. Planning the TET outing to Marwell though...good times,empty
http://twitpic.com/67nxe - Yeah..I'm bored XD I pic up this photo when I still have my guitar..today my mum steam me it  I miss Nameless..,empty
My cucumber has gone limp,empty
@seventy_eight  Thanks for the thoughts... I think I'll do that then.,empty
"Party, aber Subway alle   http://yfrog.com/0ayzyj",empty
@wwsiv  I got it in math and ss only,empty
@Dameunited thanks well impressed it's much better than my last one ! must b the clean living + Gluten free lactose free food,empty
is home alone.. Doing hw,empty
is cursing AB's wardrobe handles. One drew blood,empty
friends romans and country men lol ppl need 2 help me out and say i have twitter i dont have any friends   loner loner la da da,empty
missing mrs mcfox,empty
@LenaSvenson Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!,empty
@dougiemcfly Hi Dougie I'm your fan from Thailand. I'm Film 'Luv ur song so much,empty
We expect One Man Band to be released sometime next week,empty
Yogulicious? another sour sally competitor,empty
going to bed soon,empty
just woke up from a nap...,empty
tonights a great night for sports. the yanks and lakers are both playing. i want to watch the games but im still scared to drink.,empty
Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we'll be waiting till august for it,empty
